HeatNo,LFVD_AlBloki,LFVD_AlGran,LFVD_Boksit,LFVD_CaO,LFVD_CaSi,LFVD_CASIfi13,LFVD_Cfi13,LFVD_CoMet,LFVD_Cu,LFVD_EPŽŽlindra,LFVD_FeAl,LFVD_FeB,LFVD_FeBŽica,LFVD_FeCrNit,LFVD_FeCrA,LFVD_FeCrC,LFVD_FeCrCSi,LFVD_FeCrC51,LFVD_FeMnA,LFVD_FeMnC,LFVD_FeMo,LFVD_FeNbTa,LFVD_FeNbTafi13,LFVD_FeS,LFVD_FeSi,LFVD_FeSiZrŽica,LFVD_FeTi,LFVD_FeTifi13,LFVD_FeV,LFVD_FeW72,LFVD_KarboritMleti,LFVD_MnMet,LFVD_NiGran,LFVD_NiKatode,LFVD_NiOksid,LFVD_OdpCu,LFVD_Polymox,LFVD_SŽica,LFVD_SiMet,LFVD_SiMn,LFVD_SLAGMAG65B,LFVD_KarboritZaVpih,LFVD_Ni90,LFVD_AlŽica,LFVD_Molyquick,LFVD_AlOplašèenaŽica,LFVD_BelaŽlindra,LFVD_Kisik,LFVD_KalcijevKarbid,LFVD_WPaketi,LFVD_SintŽlindra
72345,15,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,200,1200,0,0,0,0,550,0,0,0,30,0,0,0,410,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72349,10,0,100,450,0,23.5,17.2,0,0,0,0,0,0,0,0,800,0,0,0,0,610,0,0,0,140,0,0,0,545,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72353,10,0,50,450,0,16.5,0.0,0,0,0,0,0,0,0,0,900,0,0,0,0,540,0,0,0,90,0,0,0,540,0,0,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,0.0,0,0,0,0,0
72354,10,0,0,400,0,16.5,20.6,0,0,0,0,0,0,0,0,600,0,0,0,30,280,0,0,0,70,0,0,0,370,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72363,10,0,100,200,0,16.5,0.0,0,0,0,0,0,0,0,0,800,0,0,0,50,440,0,0,0,80,0,0,0,420,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72364,5,0,150,200,0,16.5,0.0,0,0,0,0,0,0,0,500,1050,0,0,0,60,395,0,0,0,140,0,0,0,425,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72372,10,0,100,250,0,16.5,0.0,0,0,0,0,0,0,0,0,1000,0,0,0,60,440,0,0,0,40,0,0,0,410,0,80,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72373,10,0,100,300,0,16.5,17.2,0,0,0,0,0,0,0,0,200,0,0,0,60,430,0,0,0,40,0,0,0,410,0,10,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72374,15,0,100,300,0,16.5,0.0,0,0,0,0,0,0,0,0,400,0,0,0,60,390,0,0,0,60,0,0,0,440,0,100,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72375,15,0,50,250,0,23.5,0.0,0,0,90,0,0,0,0,0,580,0,0,0,0,370,0,0,0,70,0,0,0,320,0,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72381,18,0,100,300,0,23.5,0.0,0,0,0,0,0,0,0,0,0,0,700,0,60,280,0,0,0,30,0,0,0,390,0,75,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72382,15,0,100,300,0,16.5,0.0,0,0,0,0,0,0,0,0,0,0,800,0,80,300,0,0,0,0,0,0,0,400,0,45,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72383,10,0,50,250,0,0.0,0.0,0,0,80,0,0,0,0,0,0,0,0,0,30,255,0,0,0,30,0,0,0,375,0,0,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72386,10,0,70,350,0,23.5,25.8,0,0,90,0,0,0,0,0,100,0,0,0,50,290,0,0,0,80,0,0,0,385,0,70,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72420,10,0,50,250,0,58.8,25.8,0,0,0,0,0,0,0,300,400,0,0,0,0,240,0,0,0,100,0,0,0,335,0,20,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72421,10,0,150,0,0,16.5,10.3,0,0,0,0,0,0,0,0,500,0,0,0,50,240,0,0,0,65,0,0,0,350,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72429,10,0,150,300,0,23.5,34.4,0,0,0,0,0,0,0,120,1000,0,0,0,0,300,0,0,0,110,0,0,0,300,0,50,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72430,15,0,150,350,0,23.5,0.0,0,0,0,0,0,0,0,750,440,0,0,0,60,540,0,0,0,80,0,0,0,510,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72437,5,0,50,300,0,23.5,34.4,0,0,0,0,0,0,0,200,1400,0,0,0,30,400,0,0,0,30,0,0,0,410,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72454,10,0,60,300,0,23.5,17.2,0,0,0,0,0,0,0,0,0,0,1300,0,50,350,0,0,0,80,0,0,0,460,0,125,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72471,20,0,200,800,0,23.5,36.1,0,0,100,0,0,0,0,0,1150,0,0,0,50,570,0,0,0,140,0,0,0,560,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72474,17,0,80,350,0,23.5,20.6,0,0,100,0,0,0,0,0,370,0,0,0,60,320,0,0,0,50,0,0,0,410,0,50,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72475,10,0,80,350,0,16.5,0.0,0,0,0,0,0,0,0,0,600,0,0,0,60,330,0,0,0,100,0,0,0,410,0,175,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72476,10,0,70,250,0,16.5,25.8,0,0,0,0,0,0,0,0,300,0,0,0,60,410,0,0,0,120,0,0,0,390,0,40,0,0,0,0,0,0,0.0,0,0,200,0,0,0.0,0,0.0,0,0,0,0,0
72477,10,0,200,300,0,16.5,0.0,0,0,0,0,0,0,0,0,350,0,0,0,0,390,0,0,0,20,0,0,0,300,0,0,0,0,0,0,0,0,0.0,0,40,50,0,0,0.0,0,0.0,0,0,0,0,0
72480,12,0,50,300,0,16.5,0.0,0,0,100,0,0,0,0,600,380,0,0,0,0,305,0,0,0,110,0,0,0,375,0,0,0,0,0,0,0,0,0.0,0,60,70,0,0,0.0,0,0.0,0,0,0,0,0
72481,12,0,70,300,0,28.2,17.2,0,0,100,0,0,0,0,0,860,0,0,0,50,325,0,0,0,100,0,0,0,435,0,15,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72494,10,0,120,300,0,16.5,25.8,0,0,0,0,0,0,0,0,1150,0,0,0,30,30,0,0,0,80,0,0,0,220,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72509,11,0,120,500,0,23.5,17.2,0,0,100,0,0,0,0,0,1600,0,0,0,0,545,0,0,0,130,0,0,0,555,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72510,11,0,140,450,0,35.3,15.5,0,0,0,0,0,0,0,0,1200,0,0,0,30,50,0,0,0,130,0,0,0,260,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72540,7,0,60,300,0,23.5,25.8,0,0,0,0,0,0,0,0,500,0,0,0,20,210,0,0,0,50,0,0,0,410,0,25,0,0,0,0,0,0,0.0,0,0,60,0,0,0.0,0,0.0,0,0,0,0,0
72542,7,0,70,300,0,23.5,8.6,0,0,85,0,0,0,0,250,850,0,0,0,40,300,0,0,0,50,0,0,0,400,0,0,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72549,8,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,1100,0,0,0,0,220,0,0,0,30,0,0,0,375,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72550,10,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,900,0,0,0,0,255,0,0,0,40,0,0,0,400,0,15,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,0.0,0,0,0,0,0
72556,10,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,500,0,0,0,30,330,0,0,0,80,0,0,0,450,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72565,10,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,530,0,0,0,30,310,0,0,0,30,0,0,0,440,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72568,12,0,70,300,0,23.5,17.2,0,0,100,0,0,0,0,0,0,0,0,0,30,265,0,0,0,50,0,0,0,375,0,50,0,0,0,0,0,0,0.0,0,0,60,0,0,0.0,0,0.0,0,0,0,0,0
72579,10,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,500,0,0,0,50,250,0,0,0,60,0,0,0,400,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72589,15,0,250,600,0,51.8,17.2,0,0,100,0,0,0,0,0,1000,0,0,0,140,700,0,0,0,70,0,0,0,150,0,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72590,15,0,270,850,0,61.1,0.0,0,0,0,0,0,0,0,0,1100,0,0,0,170,700,0,0,0,80,0,0,0,165,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72596,7,0,80,350,0,16.5,12.0,0,0,100,0,0,0,0,100,850,0,0,0,60,315,0,0,0,50,0,0,0,440,0,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0.0,0,0.0,0,0,0,0,0
72605,14,0,70,300,0,16.5,17.2,0,0,100,0,0,0,0,0,360,0,0,0,30,250,0,0,0,90,0,0,0,450,0,65,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72607,15,0,200,500,0,16.5,0.0,0,0,0,0,0,0,0,0,2000,0,0,0,50,460,0,0,0,60,0,0,0,550,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72608,5,0,0,350,0,16.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,40,0,0,0,390,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72609,12,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,200,0,0,0,30,250,0,0,0,30,0,0,0,330,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72610,10,0,50,300,0,16.5,15.5,0,0,0,0,0,0,0,0,250,0,0,0,0,250,0,0,0,0,0,0,0,415,0,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72616,14,0,90,400,0,16.5,20.6,0,0,0,0,0,0,0,0,1350,0,0,0,20,460,0,0,0,90,0,0,0,520,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72627,16,0,60,250,0,16.5,17.2,0,0,100,0,0,0,0,0,1070,0,0,0,0,190,0,0,0,20,0,0,0,390,0,180,0,0,0,0,0,0,0.0,0,90,60,0,0,0.0,0,0.0,0,0,0,0,0
72628,14,0,50,250,0,16.5,5.2,0,0,100,0,0,0,0,0,320,0,0,0,50,260,0,0,0,30,0,0,0,370,0,85,0,0,0,0,0,0,0.0,0,0,60,0,0,0.0,0,0.0,0,0,0,0,0
72644,5,0,100,200,0,16.5,17.2,0,0,0,0,0,0,0,500,0,0,1100,0,70,340,0,0,0,60,0,0,0,440,0,0,0,0,0,0,0,0,0.0,0,0,130,0,0,0.0,0,0.0,0,0,0,0,0
72654,14,0,80,350,0,23.5,17.2,0,0,0,0,0,0,0,0,940,0,0,0,50,270,0,0,0,50,0,0,0,410,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72659,18,0,150,500,0,35.3,0.0,0,0,0,0,0,0,0,0,1300,0,0,0,90,530,0,0,0,90,0,0,0,550,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72677,15,0,100,300,0,16.5,0.0,0,0,0,0,0,0,0,0,300,0,0,0,0,280,0,0,0,90,0,0,0,375,0,80,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72690,5,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,1450,0,0,0,0,95,0,0,0,110,0,0,0,335,0,30,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,0.0,0,0,0,0,0
72691,10,0,50,300,0,16.5,0.0,0,0,0,0,0,0,0,0,500,0,0,0,0,145,0,0,0,140,0,0,0,300,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72692,10,0,350,900,0,58.8,25.8,0,0,0,0,0,0,0,0,700,0,0,0,130,690,0,0,0,60,0,0,0,160,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72702,7,0,120,450,0,23.5,0.0,0,0,0,0,0,0,0,0,900,0,0,0,20,140,0,0,0,20,0,0,0,370,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72704,29,0,70,300,0,16.5,25.8,0,0,0,0,0,0,0,0,550,0,0,0,50,340,0,0,0,160,0,0,0,430,0,50,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72717,10,0,100,400,0,16.5,0.0,0,0,0,0,0,0,0,0,100,0,0,0,30,290,0,0,0,120,0,0,0,410,0,45,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72718,15,0,150,450,0,51.8,0.0,0,0,80,0,0,0,0,200,700,0,0,0,80,310,0,0,0,140,0,0,0,430,0,140,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72720,10,0,70,300,0,16.5,25.8,0,0,0,0,0,0,0,0,650,0,0,0,70,390,0,0,0,140,0,0,0,400,0,175,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72722,5,0,80,650,0,35.3,34.4,0,0,100,0,0,0,0,0,550,0,0,0,45,250,0,0,0,60,0,0,0,420,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72723,10,0,80,350,0,23.5,17.2,0,0,100,0,0,0,0,0,350,0,0,0,50,310,0,0,0,80,0,0,0,400,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72737,10,0,220,800,0,16.5,17.2,0,0,100,0,0,0,0,420,1100,0,0,0,0,480,0,0,0,140,0,0,0,515,0,0,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,0.0,0,0,0,0,0
72738,7,0,100,400,0,16.5,0.0,0,0,100,0,0,0,0,0,900,0,0,0,80,310,0,0,0,60,0,0,0,440,0,70,0,0,0,0,0,0,0.0,0,0,70,0,0,0.0,0,0.0,0,0,0,0,0
72744,10,0,70,300,0,16.5,25.8,0,0,0,0,0,0,0,0,300,0,0,0,0,90,0,0,0,70,0,0,0,320,0,50,0,0,0,0,0,0,0.0,0,0,250,0,0,0.0,0,0.0,0,0,0,0,0
72745,7,0,100,400,0,23.5,34.4,0,0,100,0,0,0,0,0,600,0,0,0,0,80,0,0,0,140,0,0,0,315,0,195,0,0,0,0,0,0,0.0,0,0,60,0,0,0.0,0,0.0,0,0,0,0,0
72747,12,0,100,700,0,35.3,0.0,0,0,100,0,0,0,0,0,0,0,0,0,50,170,0,0,0,90,0,0,0,380,0,70,0,0,0,0,0,0,0.0,0,0,50,0,0,0.0,0,0.0,0,0,0,0,0
72757,7,0,200,900,0,28.2,0.0,0,0,150,0,0,0,0,0,600,0,0,0,70,500,0,0,0,140,0,0,0,530,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72772,10,0,0,0,0,16.5,10.3,0,0,0,0,0,0,0,0,300,0,0,0,60,370,0,0,0,90,0,0,0,320,0,50,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72773,10,0,100,300,0,16.5,17.2,0,0,0,0,0,0,0,0,700,0,0,0,90,340,0,0,0,120,0,0,0,420,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72775,5,0,70,400,0,16.5,0.0,0,0,0,0,0,0,0,0,1000,0,0,0,0,220,0,0,0,50,0,0,0,375,0,75,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,0.0,0,0,0,0,0
72778,5,0,50,300,0,16.5,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,20,0,0,0,390,0,0,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,0.0,0,0,0,0,0
72783,10,0,130,450,0,16.5,0.0,0,0,0,0,0,0,0,0,400,0,0,0,0,320,0,0,0,100,0,0,0,420,0,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72786,13,0,130,300,0,16.5,0.0,0,0,0,0,0,0,0,0,750,0,0,0,50,260,0,0,0,125,0,0,0,380,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72790,5,0,200,500,0,16.5,0.0,0,0,0,0,0,0,0,0,200,0,0,0,70,260,0,0,0,20,0,0,0,385,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72796,18,0,200,700,0,51.8,17.2,0,0,0,0,0,0,0,0,400,0,0,0,60,280,0,0,0,100,0,0,0,420,0,130,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72805,10,0,100,400,0,16.5,0.0,0,0,0,0,0,0,0,0,700,0,0,0,60,360,0,0,0,100,0,0,0,350,0,40,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72806,10,0,100,400,0,16.5,0.0,0,0,0,0,0,0,0,0,250,0,0,0,60,370,0,0,0,20,0,0,0,300,0,75,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
72812,5,0,60,250,0,16.5,25.8,0,0,90,0,0,0,0,0,730,0,0,0,40,370,0,0,0,60,0,0,0,280,0,20,0,0,0,0,0,0,0.0,0,0,60,0,0,0.0,0,0.0,0,0,0,0,0
72813,8,0,100,500,0,16.5,15.5,0,0,130,0,0,0,0,150,1050,0,0,0,100,475,0,0,0,50,0,0,0,520,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72832,11,0,70,600,0,58.8,30.9,0,0,150,0,0,0,0,0,1100,0,0,0,135,780,0,0,0,50,0,0,0,165,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72833,11,0,200,600,0,16.5,8.6,0,0,0,0,0,0,0,0,480,0,0,0,20,270,0,0,0,50,0,0,0,380,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72834,6,0,80,350,0,23.5,17.2,0,0,100,0,0,0,0,0,900,0,0,0,0,290,0,0,0,0,0,0,0,400,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72841,6,0,80,350,0,16.5,0.0,0,0,0,0,0,0,0,0,1100,0,0,0,60,300,0,0,0,30,0,0,0,430,0,25,0,0,0,0,0,0,0.0,0,0,50,0,0,0.0,0,0.0,0,0,0,0,0
72843,12,0,100,500,0,35.3,17.2,0,0,0,0,0,0,0,0,1000,0,0,0,50,290,0,0,0,40,0,0,0,390,0,25,0,0,0,0,0,0,0.0,0,0,50,0,0,0.0,0,0.0,0,0,0,0,0
72844,8,0,170,300,0,16.5,0.0,0,0,0,0,0,0,0,0,1400,0,0,0,0,125,0,0,0,30,0,0,0,345,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72852,15,0,150,500,0,51.8,0.0,0,0,0,0,0,0,0,0,850,0,0,0,60,150,0,0,0,100,0,0,0,330,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72853,10,0,70,300,0,16.5,0.0,0,0,0,0,0,0,0,0,1300,0,0,0,0,125,0,0,0,50,0,0,0,355,0,0,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,0.0,0,0,0,0,0
72860,6,0,100,400,0,16.5,25.8,0,0,100,0,0,0,0,250,800,0,0,0,0,170,0,0,0,0,0,0,0,320,0,65,0,0,0,0,0,0,0.0,0,0,50,0,0,0.0,0,0.0,0,0,0,0,0
72863,0,0,70,300,0,16.5,0.0,0,0,100,0,0,0,0,0,0,0,0,0,0,170,0,0,0,30,0,0,0,375,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72867,10,0,100,500,0,16.5,17.2,0,0,0,0,0,0,0,1200,600,0,0,0,120,530,0,0,0,70,0,0,0,520,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72868,20,0,100,500,0,16.5,51.6,0,0,0,0,0,0,0,0,1400,0,0,0,160,380,0,0,0,80,0,0,0,555,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72869,16,0,100,400,0,16.5,0.0,0,0,0,0,0,0,0,130,1500,0,0,0,30,90,0,0,0,55,0,0,0,410,0,25,0,0,0,0,0,200,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72871,10,0,60,250,0,16.5,0.0,0,0,0,0,0,0,0,250,1200,0,0,0,40,120,0,0,0,10,0,0,0,370,0,0,0,0,0,0,0,200,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72877,21,0,200,800,0,35.3,0.0,0,0,100,0,0,0,0,0,1750,0,0,0,0,430,0,0,0,100,0,0,0,600,0,0,0,0,0,0,0,200,0.0,0,70,0,0,0,0.0,0,0.0,0,0,0,0,0
72901,11,0,150,650,0,16.5,0.0,0,0,0,0,0,0,0,200,0,0,950,0,50,190,0,0,0,120,0,0,0,550,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72904,8,0,80,400,0,16.5,0.0,0,0,110,0,0,0,0,200,0,0,900,0,0,205,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72928,13,0,100,300,0,16.5,51.6,0,0,0,0,0,0,0,200,0,500,0,0,30,240,0,0,0,80,0,0,0,320,0,225,0,0,0,0,0,0,0.0,0,0,170,0,0,0.0,0,0.0,0,0,0,0,0
72934,8,0,150,450,0,23.5,17.2,0,0,0,0,0,0,0,0,0,400,0,0,30,530,0,0,0,70,0,0,0,550,0,140,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72942,5,0,100,450,0,16.5,12.0,0,0,0,0,0,0,0,0,170,900,0,0,0,60,0,0,0,80,0,0,0,250,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72943,9,0,100,450,0,23.5,0.0,0,0,0,0,0,0,0,0,0,1150,0,0,30,65,0,0,0,60,0,0,0,260,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72948,10,0,250,500,0,16.5,0.0,0,0,0,0,0,0,0,0,0,1400,0,0,40,350,0,0,0,20,0,0,0,590,0,130,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72949,8,0,150,350,0,16.5,0.0,0,0,0,0,0,0,0,0,0,900,0,0,0,35,0,0,0,80,0,0,0,295,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72951,5,0,80,450,0,16.5,0.0,0,0,0,0,0,0,0,570,0,1200,0,0,0,130,0,0,0,60,0,0,0,390,0,0,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72952,13,0,100,500,0,35.3,17.2,0,0,0,0,0,0,0,0,0,500,0,0,15,0,0,0,0,140,0,0,0,255,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72956,11,0,80,300,0,16.5,0.0,0,0,100,0,0,0,0,0,0,900,0,0,0,290,0,0,0,70,0,0,0,410,0,75,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,0.0,0,0,0,0,0
72968,6,0,70,300,0,16.5,0.0,0,0,0,0,0,0,0,0,0,700,0,0,0,165,0,0,0,0,0,0,0,340,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,2.3,0,0.0,0,0,0,0,0
72969,7,0,100,400,0,16.5,0.0,0,0,0,0,0,0,0,200,0,800,0,0,0,80,0,0,0,70,0,0,0,315,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2.9,0,0.0,0,0,0,0,0
72971,10,0,70,300,0,16.5,20.6,0,0,0,0,0,0,0,0,350,0,0,0,30,240,0,0,0,130,0,0,0,345,0,40,0,0,0,0,0,0,0.0,0,0,150,0,0,0.0,0,0.0,0,0,0,0,0
72973,11,0,200,700,0,51.8,0.0,0,0,0,0,0,0,0,0,0,350,0,0,70,530,0,0,0,0,0,0,0,550,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72975,15,0,250,700,0,16.5,20.6,0,0,150,0,0,0,0,0,0,1500,0,0,0,520,0,0,0,30,0,0,0,560,0,50,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,0.0,0,0,0,0,0
72977,5,0,80,400,0,16.5,0.0,0,0,0,0,0,0,0,0,0,10000,0,0,30,105,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72978,5,0,200,400,0,16.5,0.0,0,0,0,0,0,0,0,100,0,600,0,0,25,65,0,0,0,70,0,0,0,280,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72980,5,0,100,400,0,16.5,0.0,0,0,0,0,0,0,0,0,0,210,0,0,30,70,0,0,0,110,0,0,0,220,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
72998,10,0,150,300,0,16.5,0.0,0,0,0,0,0,0,0,0,0,570,0,0,0,150,0,0,0,60,0,0,0,345,0,0,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,0.0,0,0,0,0,0
